profit_per_user,multi_func_profit_cost,multi_func_worst_profit_cost,multi_func_min_cost_cost,multi_func_max_users_cost,single_func_cost,random_deploy_cost,multi_func_profit_profit,multi_func_worst_profit_profit,multi_func_min_cost_profit,multi_func_max_users_profit,single_func_profit,random_deploy_profit,multi_func_profit_users,multi_func_worst_profit_users,multi_func_min_cost_users,multi_func_max_users_users,single_func_users,random_deploy_users
200.02,36520.0,123659.26,36520.0,121819.11,90130.6,38484.07,-36319.98,-123059.2,-36319.98,-121219.05,-89730.56,-38284.05,1.0,3.0,1.0,3.0,2.0,1.0
204.32,148235.27,154515.78,148235.27,153712.13,154515.78,154515.78,-148030.95,-154311.46,-148030.95,-153507.81,-154311.46,-154311.46,1.0,1.0,1.0,1.0,1.0,1.0
204.76,9968.0,26838.53,9968.0,25694.51,26838.53,13056.86,-9763.24,-26429.01,-9763.24,-25284.99,-26429.01,-12852.1,1.0,2.0,1.0,2.0,2.0,1.0
206.49,52276.0,176832.19,52276.0,171870.26,176832.19,176832.19,-52069.51,-176212.72,-52069.51,-171250.79,-176212.72,-176212.72,1.0,3.0,1.0,3.0,3.0,3.0
209.68,1782.6,7432.48,1782.6,7432.48,3445.99,2039.3,-1572.92,-6384.08,-1572.92,-6384.08,-3236.31,-1829.62,1.0,5.0,1.0,5.0,1.0,1.0
212.69,59654.0,183931.01,59654.0,180880.67,62384.6,182157.84,-59441.31,-183292.94,-59441.31,-180242.6,-62171.91,-181519.77,1.0,3.0,1.0,3.0,1.0,3.0
213.85,81354.0,158438.5,81354.0,158438.5,142594.65,142594.65,-80070.9,-156300.0,-80070.9,-156300.0,-140670.0,-140670.0,6.0,10.0,6.0,10.0,9.0,9.0
224.23,15447.67,55176.94,15447.67,55176.94,27139.92,34019.09,-14774.98,-52037.72,-14774.98,-52037.72,-26467.23,-32897.94,3.0,14.0,3.0,14.0,3.0,5.0
228.23,34468.0,81741.51,34468.0,79626.63,81741.51,75907.06,-34239.77,-81285.05,-34239.77,-79170.17,-81285.05,-75450.6,1.0,2.0,1.0,2.0,2.0,2.0
229.06,15580.42,30253.25,15580.42,30072.0,18660.12,21770.14,-14206.06,-26817.35,-14206.06,-25490.8,-17285.76,-20166.72,6.0,15.0,6.0,20.0,6.0,7.0
231.75,3967.6,12022.64,3967.6,7935.2,8006.99,6067.36,-3504.1,-11095.64,-3504.1,-7008.2,-7775.24,-5835.61,2.0,4.0,2.0,4.0,1.0,1.0
232.73,13551.2,73060.81,13551.2,73060.81,58448.65,58448.65,-13318.47,-71897.16,-13318.47,-71897.16,-57517.73,-57517.73,1.0,5.0,1.0,5.0,4.0,4.0
241.84,17917.48,17917.48,17917.48,17917.48,17917.48,17917.48,-17675.64,-17675.64,-17675.64,-17675.64,-17675.64,-17675.64,1.0,1.0,1.0,1.0,1.0,1.0
242.55,45248.0,96761.81,45248.0,93556.32,96761.81,96182.45,-45005.45,-96276.71,-45005.45,-93071.22,-96276.71,-95697.35,1.0,2.0,1.0,2.0,2.0,2.0
242.64,8566.21,28669.47,8566.21,28669.47,11792.31,15594.83,-7838.29,-25515.15,-7838.29,-25515.15,-11064.39,-14381.63,3.0,13.0,3.0,13.0,3.0,5.0
243.49,71927.31,78822.92,71927.31,78822.92,78822.92,78822.92,-71683.82,-78579.43,-71683.82,-78579.43,-78579.43,-78579.43,1.0,1.0,1.0,1.0,1.0,1.0
247.81,3211.6,8908.38,3211.6,4817.4,5938.92,5938.92,-2715.98,-8164.95,-2715.98,-4073.97,-5443.3,-5443.3,2.0,3.0,2.0,3.0,2.0,2.0
249.06,7626.66,68759.6,7626.66,68759.6,9800.67,9800.67,-7377.6,-65272.76,-7377.6,-65272.76,-9551.61,-9551.61,1.0,14.0,1.0,14.0,1.0,1.0
252.83,5228.6,40618.94,5228.6,40618.94,24661.89,32882.52,-4975.77,-39101.96,-4975.77,-39101.96,-23903.4,-31871.2,1.0,6.0,1.0,6.0,3.0,4.0
255.91,22295.0,44663.16,22295.0,43331.93,34147.6,31591.63,-20503.63,-42104.06,-20503.63,-40261.01,-32612.14,-30056.17,7.0,10.0,7.0,12.0,6.0,6.0
256.07,184407.36,186274.61,184407.36,186274.61,186274.61,186274.61,-184151.29,-186018.54,-184151.29,-186018.54,-186018.54,-186018.54,1.0,1.0,1.0,1.0,1.0,1.0
256.34,25036.0,27165.16,25036.0,25036.0,27165.16,27165.16,-24779.66,-26908.82,-24779.66,-24779.66,-26908.82,-26908.82,1.0,1.0,1.0,1.0,1.0,1.0
259.95,99044.0,340962.37,99044.0,340962.37,227308.25,227308.25,-98784.05,-340182.52,-98784.05,-340182.52,-226788.35,-226788.35,1.0,3.0,1.0,3.0,2.0,2.0
260.84,136380.0,205062.0,136380.0,205062.0,151533.34,177720.4,-134032.44,-201149.4,-134032.44,-201149.4,-148924.94,-174329.48,9.0,15.0,9.0,15.0,10.0,13.0
262.54,41556.02,120121.18,41556.02,120121.18,61319.84,43799.89,-40243.32,-115920.54,-40243.32,-115920.54,-59482.06,-42487.19,5.0,16.0,5.0,16.0,7.0,5.0
263.65,11816.0,30245.47,11816.0,28185.66,30245.47,30245.47,-11552.35,-29718.17,-11552.35,-27658.36,-29718.17,-29718.17,1.0,2.0,1.0,2.0,2.0,2.0
266.11,2459.25,17921.4,2459.25,17921.4,3783.28,2952.58,-2193.14,-13397.53,-2193.14,-13397.53,-3517.17,-2686.47,1.0,17.0,1.0,17.0,1.0,1.0
266.39,10234.0,33643.41,10234.0,33643.41,17337.77,16357.3,-9967.61,-32844.24,-9967.61,-32844.24,-17071.38,-16090.91,1.0,3.0,1.0,3.0,1.0,1.0
266.97,88220.0,277568.23,88220.0,277568.23,185045.49,277568.23,-87953.03,-276767.32,-87953.03,-276767.32,-184511.55,-276767.32,1.0,3.0,1.0,3.0,2.0,3.0
271.08,10914.8,84849.02,10914.8,83867.96,70707.52,52295.61,-10643.72,-83222.54,-10643.72,-82241.48,-69352.12,-51211.29,1.0,6.0,1.0,6.0,5.0,4.0
273.49,23870.0,125119.69,23870.0,122460.31,125119.69,93839.76,-23596.51,-124025.73,-23596.51,-121366.35,-124025.73,-93019.29,1.0,4.0,1.0,4.0,4.0,3.0
276.89,28014.0,143021.5,28014.0,143021.5,143021.5,143021.5,-27737.11,-141913.94,-27737.11,-141913.94,-141913.94,-141913.94,1.0,4.0,1.0,4.0,4.0,4.0
278.69,13106.6,30440.96,13106.6,28688.02,16813.71,16813.71,-12827.91,-29883.58,-12827.91,-28130.64,-16535.02,-16535.02,1.0,2.0,1.0,2.0,1.0,1.0
279.48,4313.4,15896.76,4313.4,14368.12,6804.93,6804.93,-4033.92,-15058.32,-4033.92,-13529.68,-6525.45,-6525.45,1.0,3.0,1.0,3.0,1.0,1.0
279.72,7154.34,59178.6,7154.34,59178.6,8100.49,8100.49,-6874.62,-56661.12,-6874.62,-56661.12,-7820.77,-7820.77,1.0,9.0,1.0,9.0,1.0,1.0
280.22,116964.94,125165.22,116964.94,125165.22,125165.22,125165.22,-116684.72,-124885.0,-116684.72,-124885.0,-124885.0,-124885.0,1.0,1.0,1.0,1.0,1.0,1.0
281.53,188329.28,191162.84,188329.28,189063.91,191162.84,188329.28,-188047.75,-190881.31,-188047.75,-188782.38,-190881.31,-188047.75,1.0,1.0,1.0,1.0,1.0,1.0
282.94,99100.56,213717.83,99100.56,206385.4,126569.21,102522.36,-97119.98,-209473.73,-97119.98,-202141.3,-124305.69,-100541.78,7.0,15.0,7.0,15.0,8.0,7.0
287.26,6664.0,15054.96,6664.0,15054.96,10091.42,10091.42,-6089.48,-13905.92,-6089.48,-13905.92,-9516.9,-9516.9,2.0,4.0,2.0,4.0,2.0,2.0
296.75,28532.0,136088.63,28532.0,136088.63,102066.48,64669.4,-28235.25,-134901.63,-28235.25,-134901.63,-101176.23,-64075.9,1.0,4.0,1.0,4.0,3.0,2.0
304.13,19514.0,22030.29,19514.0,22030.29,22030.29,22030.29,-19209.87,-21726.16,-19209.87,-21726.16,-21726.16,-21726.16,1.0,1.0,1.0,1.0,1.0,1.0
311.16,15573.6,53956.59,15573.6,48273.13,47961.41,41966.24,-14328.96,-51156.15,-14328.96,-45472.69,-45472.13,-39788.12,4.0,9.0,4.0,9.0,8.0,7.0
311.43,6102.65,17880.81,6102.65,17590.09,6676.01,6676.01,-5791.22,-16946.52,-5791.22,-16655.8,-6364.58,-6364.58,1.0,3.0,1.0,3.0,1.0,1.0
311.99,9851.23,135993.0,9851.23,135993.0,10198.32,117860.6,-9539.24,-131313.15,-9539.24,-131313.15,-9886.33,-113804.73,1.0,15.0,1.0,15.0,1.0,13.0
313.6,8274.0,45172.23,8274.0,40997.74,45172.23,37643.52,-7646.8,-43290.63,-7646.8,-38802.54,-43290.63,-36075.52,2.0,6.0,2.0,7.0,6.0,5.0
318.17,28077.46,89871.6,28077.46,89871.6,29063.58,29063.58,-27441.12,-87644.41,-27441.12,-87644.41,-28427.24,-28427.24,2.0,7.0,2.0,7.0,2.0,2.0
320.41,13544.57,105648.2,13544.57,105648.2,13875.35,13875.35,-12903.75,-100201.23,-12903.75,-100201.23,-13234.53,-13234.53,2.0,17.0,2.0,17.0,2.0,2.0
324.83,37229.4,104194.52,37229.4,99200.14,104194.52,89309.59,-36254.91,-101920.71,-36254.91,-96926.33,-101920.71,-87360.61,3.0,7.0,3.0,7.0,7.0,6.0
327.02,8814.0,18271.65,8814.0,15349.76,18271.65,11600.14,-8159.96,-17290.59,-8159.96,-14368.7,-17290.59,-10946.1,2.0,3.0,2.0,3.0,3.0,2.0
332.7,42476.0,150332.53,42476.0,141593.59,100221.69,96540.73,-42143.3,-149334.43,-42143.3,-140595.49,-99556.29,-95875.33,1.0,3.0,1.0,3.0,2.0,2.0
333.15,8678.24,22550.82,8678.24,22550.82,10719.45,9991.11,-8345.09,-21551.37,-8345.09,-21551.37,-10386.3,-9657.96,1.0,3.0,1.0,3.0,1.0,1.0
334.44,3622.46,12496.33,3622.46,9240.0,6079.93,4232.83,-2953.58,-9820.81,-2953.58,-6564.48,-5411.05,-3563.95,2.0,8.0,2.0,8.0,2.0,2.0
346.02,121806.37,124815.03,121806.37,124815.03,124815.03,124815.03,-121460.35,-124469.01,-121460.35,-124469.01,-124469.01,-124469.01,1.0,1.0,1.0,1.0,1.0,1.0
347.7,13331.81,48222.51,13331.81,48222.51,14165.84,44886.4,-12984.11,-46831.71,-12984.11,-46831.71,-13818.14,-43495.6,1.0,4.0,1.0,4.0,1.0,4.0
348.22,7886.64,63238.0,7886.64,63238.0,11364.62,11031.12,-7538.42,-59755.8,-7538.42,-59755.8,-11016.4,-10682.9,1.0,10.0,1.0,10.0,1.0,1.0
351.94,22487.3,39454.8,22487.3,39454.8,22487.3,22487.3,-20727.6,-34527.64,-20727.6,-34527.64,-20727.6,-20727.6,5.0,14.0,5.0,14.0,5.0,5.0
352.67,8013.23,30201.6,8013.23,30201.6,8249.25,15572.84,-7660.56,-28790.92,-7660.56,-28790.92,-7896.58,-14867.5,1.0,4.0,1.0,4.0,1.0,2.0
353.78,40436.58,51344.39,40436.58,40436.58,51344.39,51344.39,-40082.8,-50990.61,-40082.8,-40082.8,-50990.61,-50990.61,1.0,1.0,1.0,1.0,1.0,1.0
